#DGE	exludesample	sox2_nes:positive:negative
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance	Geneid
LINC00205	1182.82719558222	-0.197263941849639	0.689272516839822	0.999954839599667	not_sign	ENSG00000223768.5
ENSG00000289015	56.7502660313824	-0.850099383806675	0.689330200629714	NA	not_sign	ENSG00000289015.2
ZSWIM9	82.5611138151139	0.661028710948528	0.689387834607527	0.999954839599667	not_sign	ENSG00000185453.14
ENSG00000277463	69.2418658626098	0.713401696013548	0.689415678051383	NA	not_sign	ENSG00000277463.1
ARFGEF1	5069.0458768417	-0.123643833654619	0.689478979179298	0.999954839599667	not_sign	ENSG00000066777.10
CYB5D2	662.615853610687	-0.255428289985793	0.689512072555968	0.999954839599667	not_sign	ENSG00000167740.10
FRAS1	1519.90542438713	-0.251166503562637	0.689547042563506	0.999954839599667	not_sign	ENSG00000138759.21
ZDHHC8	982.68592258398	-0.212953539206703	0.689575419928806	0.999954839599667	not_sign	ENSG00000099904.17
USP40	1348.02415613119	0.205404678411638	0.68959061684081	0.999954839599667	not_sign	ENSG00000085982.17
GNE	568.576919569009	0.274898655038868	0.689595811450343	0.999954839599667	not_sign	ENSG00000159921.21
HNRNPUL1	10081.0753217189	0.0984639479820926	0.689623107030249	0.999954839599667	not_sign	ENSG00000105323.19
ENSG00000267342	35.3098402718737	1.02026404810405	0.689651291894547	NA	not_sign	ENSG00000267342.1
TRPV3	56.7930753454817	-0.798822320522778	0.689795220163406	NA	not_sign	ENSG00000167723.16
FHOD1	531.371154646806	-0.280675910376505	0.689812546094815	0.999954839599667	not_sign	ENSG00000135723.15
CES3	92.6721662804755	0.624336690487291	0.689880344727771	0.999954839599667	not_sign	ENSG00000172828.14
PAAF1	1109.89934065979	0.202573850463742	0.689948392706411	0.999954839599667	not_sign	ENSG00000175575.14
FAM136A	868.493096179211	-0.236161144327051	0.68998953073781	0.999954839599667	not_sign	ENSG00000035141.11
MOSMO	515.85358562052	-0.286613997424025	0.690000696505179	0.999954839599667	not_sign	ENSG00000185716.13
SNX14	2395.64373630582	0.148632612510942	0.690027172103892	0.999954839599667	not_sign	ENSG00000135317.15
FAM3C2P	54.8989228219523	0.78972037949107	0.690108393892255	NA	not_sign	ENSG00000174028.6
ENSG00000310436	38.5957959804432	-1.03552821288671	0.690148929529379	NA	not_sign	ENSG00000310436.1
SRSF10	8938.5098983099	-0.10442639359852	0.690163150156209	0.999954839599667	not_sign	ENSG00000188529.16
IL10RB	362.87285706219	0.336964548539433	0.690202528999112	0.999954839599667	not_sign	ENSG00000243646.12
OSCAR	27.0097452557156	1.3589251255067	0.690271846978674	NA	not_sign	ENSG00000170909.15
TMEM11	225.759007452647	-0.414744145134864	0.690285824697465	0.999954839599667	not_sign	ENSG00000178307.11
PEF1-AS1	93.472719638326	-0.679260852369844	0.690292509654783	0.999954839599667	not_sign	ENSG00000235790.8
PMS1	1453.95339601771	-0.180775994955881	0.690363855519072	0.999954839599667	not_sign	ENSG00000064933.20
GRM8	157.940138321561	-0.513788970230532	0.690420267498152	0.999954839599667	not_sign	ENSG00000179603.19
ENSG00000298850	110.268994754931	0.574749272127885	0.690468491240197	0.999954839599667	not_sign	ENSG00000298850.1
RAD51D	478.013706352251	0.293934300255741	0.690525869914572	0.999954839599667	not_sign	ENSG00000185379.22
ENSG00000228395	120.425359996682	-0.561204286921021	0.69056887231147	0.999954839599667	not_sign	ENSG00000228395.4
PNPLA6	1028.56360248678	-0.208183013023518	0.690654532890415	0.999954839599667	not_sign	ENSG00000032444.17
RFX1	448.457047406004	-0.304478587341138	0.690656135353709	0.999954839599667	not_sign	ENSG00000132005.10
STRBP	1838.53835620397	-0.167461705969011	0.690714346971512	0.999954839599667	not_sign	ENSG00000165209.20
C1QTNF3	118.702249574617	0.570554216087819	0.690882775407607	0.999954839599667	not_sign	ENSG00000082196.22
ENSG00000273080	39.9393458872497	0.962988092434364	0.690888244545423	NA	not_sign	ENSG00000273080.3
MAP3K2-DT	112.659920294274	-0.588443614433608	0.691017714426304	0.999954839599667	not_sign	ENSG00000236682.5
SECISBP2L	4566.64749758785	0.120493804576514	0.691056123462227	0.999954839599667	not_sign	ENSG00000138593.10
ZNF534	173.11339173173	0.467907817528889	0.691104570682584	0.999954839599667	not_sign	ENSG00000198633.12
PPP1R10	7399.27882594118	-0.106402169932962	0.691141800752961	0.999954839599667	not_sign	ENSG00000204569.11
KATNBL1	1011.24316866601	0.209361439094809	0.69116043572948	0.999954839599667	not_sign	ENSG00000134152.12
RNU6-1283P	27.5002577143558	-1.40620647923727	0.691184063635737	NA	not_sign	ENSG00000202184.1
TK2	969.858737887782	0.213685509965087	0.69121470657875	0.999954839599667	not_sign	ENSG00000166548.17
PSMB2	552.218935744731	0.299650045119959	0.691259072706261	0.999954839599667	not_sign	ENSG00000126067.13
ENSG00000286681	76.3046321262956	0.702492301045677	0.691328350540328	NA	not_sign	ENSG00000286681.1
LHX5-AS1	47.912560557035	0.835308754170932	0.691348068406113	NA	not_sign	ENSG00000257935.5
ENSG00000279361	132.197775898629	-0.544494788047351	0.69137161436564	0.999954839599667	not_sign	ENSG00000279361.1
GNPTG	1166.38471300549	-0.206002132567619	0.691398720815959	0.999954839599667	not_sign	ENSG00000090581.12
PRSS53	235.587445074435	-0.43382105305732	0.69151412064026	0.999954839599667	not_sign	ENSG00000151006.8
ENSG00000279344	23.1125707189148	-1.23643721225696	0.691592368292713	NA	not_sign	ENSG00000279344.1
MIF4GD-DT	260.492851623382	0.393431921247918	0.691654644739529	0.999954839599667	not_sign	ENSG00000263843.1
ZDHHC17	1539.01599593265	0.175317221575266	0.691698377103171	0.999954839599667	not_sign	ENSG00000186908.16
EML5	745.402101810796	0.262877781780842	0.691755855406054	0.999954839599667	not_sign	ENSG00000165521.17
ICE2	1861.05270563092	-0.162554749840113	0.691867711960189	0.999954839599667	not_sign	ENSG00000128915.13
TBC1D32	412.81024325049	0.314367964707836	0.691897574307311	0.999954839599667	not_sign	ENSG00000146350.15
LMBR1	1230.18981210244	0.195803988576268	0.691907268453687	0.999954839599667	not_sign	ENSG00000105983.24
MFSD14B	687.523122377996	0.247834815884215	0.691982976962014	0.999954839599667	not_sign	ENSG00000148110.18
CFL2	864.139403532359	-0.224294073256746	0.692140840586205	0.999954839599667	not_sign	ENSG00000165410.15
ODAD4	314.303548307674	-0.353313360872098	0.692181464805173	0.999954839599667	not_sign	ENSG00000204815.11
ENSG00000272768	193.279166272776	-0.449696300041976	0.692363741751204	0.999954839599667	not_sign	ENSG00000272768.2
TMX1	1677.88897218929	-0.169080208755847	0.692485508744322	0.999954839599667	not_sign	ENSG00000139921.14
DMPK	1911.55276314395	-0.161827971255468	0.692518704974765	0.999954839599667	not_sign	ENSG00000104936.21
RAB8A	1588.77242508876	0.176541691821632	0.692522908418809	0.999954839599667	not_sign	ENSG00000167461.13
IQCC-AS1	262.977509764024	-0.383150379158681	0.692572861699208	0.999954839599667	not_sign	ENSG00000224066.1
MFSD2A	510.170696126144	0.298480636837126	0.692611198998807	0.999954839599667	not_sign	ENSG00000168389.19
ENSG00000279571	68.8103678884235	-0.71311045320764	0.692622221096433	NA	not_sign	ENSG00000279571.3
LINC02482	47.667067224374	0.840805296544875	0.692648080564896	NA	not_sign	ENSG00000251580.4
PAG1	3474.02675619236	0.129567017699333	0.692655973912103	0.999954839599667	not_sign	ENSG00000076641.5
ASPHD2	186.991218529352	0.448701561846373	0.692664704756552	0.999954839599667	not_sign	ENSG00000128203.8
EPHA7	250.342467361259	0.394668880232398	0.692688356128813	0.999954839599667	not_sign	ENSG00000135333.16
ZNF10	1045.02604348463	0.208635943214714	0.692703904551998	0.999954839599667	not_sign	ENSG00000256223.7
TIMM50	1072.26559931754	0.206225948722301	0.692706292877778	0.999954839599667	not_sign	ENSG00000105197.12
SH3BP5	459.128493440268	-0.308768314560596	0.692714081545874	0.999954839599667	not_sign	ENSG00000131370.17
TNNC2	100.124494327166	-0.625674934539477	0.692718038395339	0.999954839599667	not_sign	ENSG00000101470.10
RASGRF2	517.405146260261	0.28997377728659	0.692723552570656	0.999954839599667	not_sign	ENSG00000113319.14
KPTN	144.285632100577	0.510224206935145	0.692814274699727	0.999954839599667	not_sign	ENSG00000118162.15
TMEM38B	409.840084852165	-0.314224625146087	0.692865482677311	0.999954839599667	not_sign	ENSG00000095209.13
ZDHHC16	445.058053466113	-0.300620439245115	0.692959507808004	0.999954839599667	not_sign	ENSG00000171307.20
ENSG00000306748	50.8512818478625	0.861235032024246	0.692985902805173	NA	not_sign	ENSG00000306748.1
DDX21	4175.09289029617	-0.122078293576457	0.692987604312578	0.999954839599667	not_sign	ENSG00000165732.15
RPSAP18	159.128080162796	-0.526600411106593	0.693037740330999	0.999954839599667	not_sign	ENSG00000224261.2
DLG3	1054.32500700177	-0.217985253168632	0.693109380428379	0.999954839599667	not_sign	ENSG00000082458.13
NAPRT	133.003714136573	0.543947863421069	0.693175119040085	0.999954839599667	not_sign	ENSG00000147813.17
ATP5F1B	2890.09666262602	-0.139044577551298	0.693180957258619	0.999954839599667	not_sign	ENSG00000110955.10
MGLL	325.225850138266	-0.346507365404753	0.693193957512365	0.999954839599667	not_sign	ENSG00000074416.17
NFYB	1093.53731954461	0.205250449067979	0.693194101719779	0.999954839599667	not_sign	ENSG00000120837.9
VIPR1-AS1	41.6940536818135	1.11590085790199	0.693206644400624	NA	not_sign	ENSG00000232354.8
MIR9-1HG	29788.5385177803	-0.0834191275435626	0.693215556910693	0.999954839599667	not_sign	ENSG00000125462.21
KLF15	524.75954513671	0.277756667007087	0.693228062078296	0.999954839599667	not_sign	ENSG00000163884.5
KLHL20	818.268909954957	-0.230475933494461	0.69324022508776	0.999954839599667	not_sign	ENSG00000076321.12
NCALD	1505.94759902161	-0.177072244282378	0.693358316609507	0.999954839599667	not_sign	ENSG00000104490.18
SRCAP	551.307316232794	-0.275716916912603	0.693565812640638	0.999954839599667	not_sign	ENSG00000080603.18
ENSG00000287090	204.631449225841	-0.428806216739938	0.693633266254708	0.999954839599667	not_sign	ENSG00000287090.2
SLC38A4	76.3488481261604	0.858149569536488	0.693646850973894	NA	not_sign	ENSG00000139209.17
ENSG00000298717	70.0015340195285	0.709547694893438	0.693667604731596	NA	not_sign	ENSG00000298717.1
ENSG00000291078	95.8158330342214	-0.629787834058007	0.693669133927077	0.999954839599667	not_sign	ENSG00000291078.2
ST3GAL2	831.761051262836	-0.226373106680049	0.693698261498516	0.999954839599667	not_sign	ENSG00000157350.14
MTMR3	4291.15430069547	0.121208981802818	0.693744795809575	0.999954839599667	not_sign	ENSG00000100330.17
DYDC2	14.7144347943719	1.76756186843692	0.69378577039297	NA	not_sign	ENSG00000133665.14
CHST1	110.26231913487	-0.581686654224811	0.693790904447159	0.999954839599667	not_sign	ENSG00000175264.9
HSPA2	428.468358135918	0.306826485073614	0.693848176147351	0.999954839599667	not_sign	ENSG00000126803.10
PDCD5	1112.32036887591	-0.201602924491923	0.693922602424734	0.999954839599667	not_sign	ENSG00000105185.13
WDR55	1062.02989789777	0.203046258315109	0.694065001708283	0.999954839599667	not_sign	ENSG00000120314.19
SNN	564.209361195788	-0.269594653022772	0.694121054184868	0.999954839599667	not_sign	ENSG00000184602.7
GRIN2C	63.5046179981791	0.730157392719791	0.694141484500576	NA	not_sign	ENSG00000161509.15
ENSG00000305433	120.831185740073	-0.547631446591682	0.694179852497352	0.999954839599667	not_sign	ENSG00000305433.1
TTPAL	611.608700446631	0.260384611351365	0.694215514846568	0.999954839599667	not_sign	ENSG00000124120.12
ENSG00000305635	86.2553483714031	0.634405600535939	0.694248696739042	0.999954839599667	not_sign	ENSG00000305635.1
PCDHB16	870.183185814899	0.229802275229006	0.694268021078422	0.999954839599667	not_sign	ENSG00000272674.4
NKAPL	90.4186216287377	0.659049084543284	0.694310958442476	0.999954839599667	not_sign	ENSG00000189134.4
RBM42	1368.56332266381	-0.183378953263231	0.694378871315054	0.999954839599667	not_sign	ENSG00000126254.13
ACACA	3558.75020163986	0.128081458252416	0.694476777923494	0.999954839599667	not_sign	ENSG00000278540.5
TOMM7	1139.32054747039	-0.205047296437914	0.694532559558874	0.999954839599667	not_sign	ENSG00000196683.12
HEMK2	318.21034371999	-0.35426546430084	0.694550280643127	0.999954839599667	not_sign	ENSG00000156239.13
SNHG30	366.964086096112	-0.34439670817432	0.694609536825071	0.999954839599667	not_sign	ENSG00000267321.4
NCKAP5	2493.90136200597	-0.151356228587398	0.694649653282823	0.999954839599667	not_sign	ENSG00000176771.18
NUDT4	2320.59978211433	0.151136812991742	0.694669199739332	0.999954839599667	not_sign	ENSG00000173598.15
HILPDA-AS1	137.17251948727	-0.527397243795888	0.694695833648256	0.999954839599667	not_sign	ENSG00000240758.3
HCG25	133.965892499187	-0.518100708038556	0.69476327900866	0.999954839599667	not_sign	ENSG00000232940.9
BRIP1	986.737808782167	0.214723423881098	0.694770460007345	0.999954839599667	not_sign	ENSG00000136492.11
AGK-DT	171.987711827333	-0.487389744379219	0.694812199349256	0.999954839599667	not_sign	ENSG00000261570.3
ENSG00000308739	175.53942228609	-0.45986955637711	0.694945995755998	0.999954839599667	not_sign	ENSG00000308739.1
ENSG00000260166	63.9348620512685	-0.782666489173362	0.694960014413475	NA	not_sign	ENSG00000260166.5
TAF1B	388.210635904766	-0.31827429991668	0.694985788365087	0.999954839599667	not_sign	ENSG00000115750.18
ENSG00000225096	259.513153721197	-0.381893435015937	0.695024716287806	0.999954839599667	not_sign	ENSG00000225096.4
CPSF4L	68.1047118335319	-0.71693773255663	0.695028630736419	NA	not_sign	ENSG00000187959.9
ANKRD17	10079.3509147967	-0.096818232350635	0.695124089681815	0.999954839599667	not_sign	ENSG00000132466.21
LDHB	306.845056812448	-0.352860322626611	0.695178841889266	0.999954839599667	not_sign	ENSG00000111716.15
ENSG00000287454	18.6895158381953	1.46905115298511	0.695184547666565	NA	not_sign	ENSG00000287454.2
LMLN-AS1	90.4466720922139	-0.620836843982141	0.695225067633046	0.999954839599667	not_sign	ENSG00000232832.2
ENSG00000260000	55.6727576424554	0.814210568347479	0.695249704655301	NA	not_sign	ENSG00000260000.4
COX6A1	102.306536028679	0.610640770608852	0.695275387344373	0.999954839599667	not_sign	ENSG00000111775.4
KPNA5	1691.57058121625	-0.168986556177584	0.695276068886199	0.999954839599667	not_sign	ENSG00000196911.13
ENSG00000287041	66.9598439806385	-0.715687180393654	0.695297723333573	NA	not_sign	ENSG00000287041.1
BCL2L13	2459.72402837045	-0.147186878886898	0.695347082006335	0.999954839599667	not_sign	ENSG00000099968.20
LRIF1	1194.16627991424	-0.192585507059843	0.695363911357677	0.999954839599667	not_sign	ENSG00000121931.17
TAPBP	1917.95883915246	0.159560198186352	0.695414588026667	0.999954839599667	not_sign	ENSG00000231925.15
ANKRD44-IT1	641.335808710676	-0.25619573332246	0.695482227645446	0.999954839599667	not_sign	ENSG00000236977.2
IRX3	180.619035954384	0.453337070083082	0.695489893749018	0.999954839599667	not_sign	ENSG00000177508.12
C3orf20	80.97763661781	-0.662249307141759	0.695549436100149	0.999954839599667	not_sign	ENSG00000131379.10
CREM	303.314648707239	-0.360670191747442	0.695555902731015	0.999954839599667	not_sign	ENSG00000095794.21
PHLDB1	8278.89379403635	0.101469046285248	0.695579464767661	0.999954839599667	not_sign	ENSG00000019144.21
ETFRF1	543.199941193972	-0.277907954885963	0.695670966394231	0.999954839599667	not_sign	ENSG00000205707.12
BRINP2	1027.62197964489	0.219381645778099	0.695869416664915	0.999954839599667	not_sign	ENSG00000198797.8
RIMS3	1390.94300078013	0.192007327452436	0.695969375287596	0.999954839599667	not_sign	ENSG00000117016.11
FAM66B	43.3770054237888	1.10133993550369	0.695975341493705	NA	not_sign	ENSG00000215374.7
ENSG00000293471	32.4207615917123	-1.02291309702569	0.695975889768663	NA	not_sign	ENSG00000293471.2
GMPR	280.261938294265	0.372823441532478	0.696040202280819	0.999954839599667	not_sign	ENSG00000137198.11
DZANK1	264.294404603925	0.377768109996711	0.696063622106725	0.999954839599667	not_sign	ENSG00000089091.18
TRIM67	146.717558429133	0.537285129275047	0.696070465065361	0.999954839599667	not_sign	ENSG00000119283.16
MYDGF	583.955198622839	0.263494560250107	0.696107416539063	0.999954839599667	not_sign	ENSG00000074842.9
ZNF525	154.395081620484	-0.550861350962967	0.696146930320889	0.999954839599667	not_sign	ENSG00000203326.13
ENSG00000298027	68.9246605634288	-0.811281393707522	0.696226263365583	NA	not_sign	ENSG00000298027.1
PNISR-AS1	253.530884324397	0.395386242989171	0.696241010319137	0.999954839599667	not_sign	ENSG00000228506.5
FNBP1P1	103.071667125284	-0.584323624086511	0.69624615203996	0.999954839599667	not_sign	ENSG00000257800.1
ENSG00000303049	185.952823242531	-0.454229628856493	0.696257738159437	0.999954839599667	not_sign	ENSG00000303049.1
USP47	7293.31996744971	0.104807223274037	0.696264633512709	0.999954839599667	not_sign	ENSG00000170242.20
ATXN1L	2489.00303038602	-0.143572552189451	0.696265419830363	0.999954839599667	not_sign	ENSG00000224470.10
IP6K2	4837.8240253706	-0.128305836292829	0.696271981520128	0.999954839599667	not_sign	ENSG00000068745.16
OSBPL11	609.31603510799	-0.256985881420137	0.69632532262893	0.999954839599667	not_sign	ENSG00000144909.9
SCGB2B2	168.160492062865	-0.464444811208232	0.696394038094839	0.999954839599667	not_sign	ENSG00000205209.8
MAPKAPK5	2792.83835805086	-0.137577756294975	0.696460310148834	0.999954839599667	not_sign	ENSG00000089022.15
ARRDC2	143.434623126975	-0.509062273462077	0.696465748871755	0.999954839599667	not_sign	ENSG00000105643.12
ENSG00000290792	1003.7705429569	-0.206104023195466	0.696509454524905	0.999954839599667	not_sign	ENSG00000290792.1
MIX23	280.697320940107	-0.377222290903834	0.696523718416606	0.999954839599667	not_sign	ENSG00000160124.10
ENSG00000287277	88.1551672156111	-0.681714408252184	0.696526359196351	0.999954839599667	not_sign	ENSG00000287277.3
MSANTD2	1241.03099140304	0.206455601348139	0.696549909714252	0.999954839599667	not_sign	ENSG00000120458.13
ENSG00000239381	87.2955502265648	0.6364461434031	0.696656982430545	0.999954839599667	not_sign	ENSG00000239381.8
NKIRAS1	1548.29424678267	0.173342702067255	0.696680140748337	0.999954839599667	not_sign	ENSG00000197885.12
CNPY4	769.777474894708	-0.240929178372346	0.696729702261912	0.999954839599667	not_sign	ENSG00000166997.9
PLIN3	838.016825521993	-0.253006474560553	0.696753574037546	0.999954839599667	not_sign	ENSG00000105355.10
FEM1B	3207.52862271786	-0.131227703910166	0.69679582171934	0.999954839599667	not_sign	ENSG00000169018.6
KCNC3	286.125482995925	-0.370219496321678	0.6968684828187	0.999954839599667	not_sign	ENSG00000131398.15
