#DGE	exludesample	sox2_nes:positive:negative
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance	Geneid
FDX1	520.159923570983	-0.306507338022344	0.675883372867717	0.999954839599667	not_sign	ENSG00000137714.4
RNF26	787.34379903368	0.246081697533751	0.675886917050004	0.999954839599667	not_sign	ENSG00000173456.5
NFRKB	2264.14784414636	-0.159003746125591	0.675904308136595	0.999954839599667	not_sign	ENSG00000170322.16
ENSG00000261819	83.2766264215433	0.748118085070793	0.675918116114233	0.999954839599667	not_sign	ENSG00000261819.1
IFT70B	155.067450444509	0.575014906568962	0.676122592417177	0.999954839599667	not_sign	ENSG00000196659.10
ARFGAP2	2052.44195977009	-0.1669894058204	0.676177882658889	0.999954839599667	not_sign	ENSG00000149182.16
DSE	443.062301165044	-0.332017153823962	0.676250767985023	0.999954839599667	not_sign	ENSG00000111817.20
SCARNA9	393.435466204189	-0.358178629538195	0.676260790961952	0.999954839599667	not_sign	ENSG00000254911.3
SF1	11199.5542583869	-0.101729475658443	0.676286992507557	0.999954839599667	not_sign	ENSG00000168066.23
SETP11	205.28477825497	-0.478630187175428	0.676363085831101	0.999954839599667	not_sign	ENSG00000239570.1
HCCS-DT	195.66448062064	0.467569418752247	0.676373368565073	0.999954839599667	not_sign	ENSG00000234129.11
RPA1	1739.56693485343	-0.179301319050406	0.676379499288348	0.999954839599667	not_sign	ENSG00000132383.13
LINC02937	64.8270770481357	-0.819448121554385	0.676417258077087	NA	not_sign	ENSG00000230537.3
IFT25	671.198058399342	-0.265007794386871	0.67642370461172	0.999954839599667	not_sign	ENSG00000081870.13
ENSG00000303221	27.8494657182374	-1.20378675780674	0.676478877271117	NA	not_sign	ENSG00000303221.1
IRX1	172.028492410671	0.691550462830469	0.676482478715952	0.999954839599667	not_sign	ENSG00000170549.4
ENSG00000291115	155.005975651132	-0.701468950786061	0.676504654338879	0.999954839599667	not_sign	ENSG00000291115.2
MAGEF1	1876.32377692525	0.170708405878246	0.676527496014361	0.999954839599667	not_sign	ENSG00000177383.5
ENSG00000297007	38.6087814214726	-0.96903018401401	0.676608142180867	NA	not_sign	ENSG00000297007.1
SYT11	6946.27967119977	0.111786800041114	0.676639687006014	0.999954839599667	not_sign	ENSG00000132718.10
NAGK	1939.686380994	-0.168425415287756	0.676713093076219	0.999954839599667	not_sign	ENSG00000124357.14
SPOCD1	777.089248269958	-0.249211965750215	0.676713850281326	0.999954839599667	not_sign	ENSG00000134668.14
ENSG00000286679	20.319831697888	-1.37674258343857	0.676751314771112	NA	not_sign	ENSG00000286679.1
ATN1	19788.9003185478	0.0944292630701666	0.676762326251714	0.999954839599667	not_sign	ENSG00000111676.16
ZNF112	1352.28014931923	-0.194270064509328	0.676835671241118	0.999954839599667	not_sign	ENSG00000062370.18
PHF11	124.331580446795	0.62744044922199	0.6769571898971	0.999954839599667	not_sign	ENSG00000136147.19
FAM86B3P	349.103132352866	-0.355174299010366	0.67728096004771	0.999954839599667	not_sign	ENSG00000291049.2
ANXA5	3581.38118940017	-0.148180212375027	0.677286131078567	0.999954839599667	not_sign	ENSG00000164111.16
PPDPF	3533.72370458279	-0.136406598153792	0.677289905387446	0.999954839599667	not_sign	ENSG00000125534.12
ST8SIA3	464.266733844337	-0.317902951173598	0.677320130277352	0.999954839599667	not_sign	ENSG00000177511.6
RRAS2	293.067214372137	-0.390379275072475	0.677521333734525	0.999954839599667	not_sign	ENSG00000133818.15
SMIM38	158.216453286453	-0.518796228906623	0.677535832847404	0.999954839599667	not_sign	ENSG00000284713.3
LMTK2	2963.46254777264	-0.14395158889683	0.677551817712619	0.999954839599667	not_sign	ENSG00000164715.7
CABP4	262.971951413089	0.414365394961442	0.677591520681205	0.999954839599667	not_sign	ENSG00000175544.14
STK32C	224.755946221098	0.439735001390135	0.677697357330884	0.999954839599667	not_sign	ENSG00000165752.18
EIF1B	634.319343440614	0.299561544466093	0.677720908048014	0.999954839599667	not_sign	ENSG00000114784.4
DNAJB5-DT	98.6815456203504	0.660080353949474	0.677743709203559	0.999954839599667	not_sign	ENSG00000281491.2
RTRAF	1574.56433950241	0.184947568239449	0.677784600878814	0.999954839599667	not_sign	ENSG00000087302.10
SYCP2	43.1887534897038	-0.973524445299369	0.677823748162889	NA	not_sign	ENSG00000196074.13
LIMK2	846.354777824213	-0.238438385717471	0.677824109811321	0.999954839599667	not_sign	ENSG00000182541.19
TMEM44-AS1	237.70821411709	0.42492846767878	0.677882875525597	0.999954839599667	not_sign	ENSG00000231770.9
C16orf74	33.7383212759891	-1.08629991218609	0.677958719203032	NA	not_sign	ENSG00000154102.11
KIFC3	562.995168769071	-0.283974438698058	0.677988165870654	0.999954839599667	not_sign	ENSG00000140859.17
UNC93B1	374.241233971648	-0.375164848655623	0.678083515877454	0.999954839599667	not_sign	ENSG00000110057.10
ENSG00000270933	33.8104137060001	-1.1064493212085	0.678088469118563	NA	not_sign	ENSG00000270933.3
ASCL1	2564.74818369884	0.153731486713428	0.678106688058391	0.999954839599667	not_sign	ENSG00000139352.4
INTS13	2025.10337893479	-0.164948761340144	0.678110580412622	0.999954839599667	not_sign	ENSG00000064102.16
NCOR2	13591.6062501802	-0.0978132410277765	0.678113885842297	0.999954839599667	not_sign	ENSG00000196498.16
MAN2B1	626.602115625781	0.274992865330163	0.678190149303522	0.999954839599667	not_sign	ENSG00000104774.15
MED8-AS1	162.041362213361	0.502162093200566	0.678248394803171	0.999954839599667	not_sign	ENSG00000229431.2
NUDT16L1	246.272843586533	-0.414842510496863	0.678267442820296	0.999954839599667	not_sign	ENSG00000168101.16
A4GALT	20.6310609657225	-1.56757384514573	0.678313538929175	NA	not_sign	ENSG00000128274.18
TNFSF13	26.5687841196712	1.24404658322779	0.678355041233222	NA	not_sign	ENSG00000161955.17
RNU6-1300P	34.6001362445521	-1.27846209450532	0.678375193775381	NA	not_sign	ENSG00000212348.1
CLIP4	2483.56225652872	0.153272840820971	0.678411577897291	0.999954839599667	not_sign	ENSG00000115295.22
NEIL2	388.263133271038	0.344394919697142	0.678415343062353	0.999954839599667	not_sign	ENSG00000154328.17
MYH7	747.2912225858	0.252806445422811	0.678487856573526	0.999954839599667	not_sign	ENSG00000092054.15
SNAI2	254.159258500672	-0.407560757729908	0.678516600783928	0.999954839599667	not_sign	ENSG00000019549.13
LTO1	943.323354381643	-0.22822792981697	0.67853600895233	0.999954839599667	not_sign	ENSG00000149716.14
CHD8	9331.86350700953	-0.106297149766017	0.678567328823355	0.999954839599667	not_sign	ENSG00000100888.16
BCKDHA	292.634375916107	-0.383674531422236	0.678619324874044	0.999954839599667	not_sign	ENSG00000248098.13
ZNF500	685.492929515903	-0.267266900957067	0.678633189510532	0.999954839599667	not_sign	ENSG00000103199.15
MT-TH	225.984516271379	-0.429851560731956	0.678825320633338	0.999954839599667	not_sign	ENSG00000210176.1
NIFK-AS1	1070.52236918262	0.215483162013636	0.678891535869165	0.999954839599667	not_sign	ENSG00000236859.9
STX5	1742.91148444275	-0.174512747579614	0.678906199247477	0.999954839599667	not_sign	ENSG00000162236.14
ENSG00000246792	85.3301140002542	-0.671687133206057	0.6789091335036	0.999954839599667	not_sign	ENSG00000246792.3
CACNB2	186.047201994347	0.476016651161417	0.679009431423162	0.999954839599667	not_sign	ENSG00000165995.24
LINC03044	91.7454086291718	0.687732306626482	0.679016504670332	0.999954839599667	not_sign	ENSG00000253395.2
RAD54L2	4000.15470192298	-0.129443923604078	0.679027108157836	0.999954839599667	not_sign	ENSG00000164080.15
TAF9	830.519771407769	-0.237462142215313	0.67903262370282	0.999954839599667	not_sign	ENSG00000273841.7
KLKP1	35.0679864148898	1.06757789883408	0.679089781141064	NA	not_sign	ENSG00000290915.1
TSPYL4	1061.74619841536	-0.214219127835606	0.67915131163942	0.999954839599667	not_sign	ENSG00000187189.11
CCDC88C	2420.98504742071	0.162925653233591	0.679154935042288	0.999954839599667	not_sign	ENSG00000015133.20
MYH14	2576.62537838623	0.150093225902843	0.679176646344058	0.999954839599667	not_sign	ENSG00000105357.21
ABHD17C	174.545832269754	0.487995777555122	0.679417061071552	0.999954839599667	not_sign	ENSG00000136379.13
SLC47A1	155.428700759934	0.51923466787342	0.679522168164759	0.999954839599667	not_sign	ENSG00000142494.14
ENSG00000229495	33.4055160206948	1.19126289027627	0.679626870491444	NA	not_sign	ENSG00000229495.1
BTBD10	1644.37063610238	0.1780728693109	0.679643574216022	0.999954839599667	not_sign	ENSG00000148925.12
RIMS2	944.323323347016	-0.22941778194606	0.679654465594009	0.999954839599667	not_sign	ENSG00000176406.25
YRDC	253.784445752485	-0.411245794155297	0.679691571258401	0.999954839599667	not_sign	ENSG00000196449.5
INO80D-AS1	92.1114922647056	0.699860254427606	0.679714284741152	0.999954839599667	not_sign	ENSG00000227946.4
NOL12	111.855403341602	-0.619662401402332	0.679729286443597	0.999954839599667	not_sign	ENSG00000273899.6
XPO4	1411.41336323193	-0.192391054526138	0.679812979499435	0.999954839599667	not_sign	ENSG00000132953.19
IRAK1BP1	299.079546778122	-0.376003397930724	0.679951681124683	0.999954839599667	not_sign	ENSG00000146243.14
EXOSC5	435.922745881414	-0.316697963638566	0.679973438213141	0.999954839599667	not_sign	ENSG00000077348.11
GATC	652.689604526167	-0.265804662085698	0.679976794662387	0.999954839599667	not_sign	ENSG00000257218.7
GPSM3	35.7890983592545	1.04661678793763	0.680016712699314	NA	not_sign	ENSG00000213654.11
UNC13B	2321.71642211779	-0.157311937127379	0.680094119165328	0.999954839599667	not_sign	ENSG00000198722.16
PDGFD	77.5295610926665	0.922476260069526	0.680191254885265	NA	not_sign	ENSG00000170962.14
PANK2-AS1	80.2869616115515	-0.685608664819935	0.680244608670628	NA	not_sign	ENSG00000229539.3
PROS1	2375.55408524883	-0.16649493573463	0.680291163538624	0.999954839599667	not_sign	ENSG00000184500.17
ZBTB21	2841.76423888413	0.146539801309087	0.680292984678063	0.999954839599667	not_sign	ENSG00000173276.15
ENSG00000310418	137.770672273819	-0.547231259011682	0.680375353397948	0.999954839599667	not_sign	ENSG00000310418.1
NPTX1	1789.30524232295	-0.177598822548317	0.680440692264833	0.999954839599667	not_sign	ENSG00000171246.7
ENSG00000218175	22.55139627465	-1.21470069250002	0.680514633770594	NA	not_sign	ENSG00000218175.2
ENSG00000272831	171.362114691012	-0.485001445532226	0.680531072140847	0.999954839599667	not_sign	ENSG00000272831.3
ANKS1A	1528.75643250298	-0.182758159748889	0.680670059039782	0.999954839599667	not_sign	ENSG00000064999.17
HCG18	2902.0938013321	-0.143578964107415	0.680704798569136	0.999954839599667	not_sign	ENSG00000231074.12
FICD	355.126861308656	-0.358046954559315	0.68075721662768	0.999954839599667	not_sign	ENSG00000198855.8
ENSG00000254938	38.005488766033	-1.02885323336869	0.680820290243072	NA	not_sign	ENSG00000254938.2
ABCB11	16.8060964501627	1.76820102881267	0.680953479156646	NA	not_sign	ENSG00000073734.11
HYI	865.930103403176	-0.252440337165798	0.680999363268098	0.999954839599667	not_sign	ENSG00000178922.19
ZNF75A	1257.81129388235	0.200287468190541	0.68102029692433	0.999954839599667	not_sign	ENSG00000162086.17
AOPEP	2885.56007476493	-0.143816048347741	0.681122018203044	0.999954839599667	not_sign	ENSG00000148120.20
COPS3	1010.74386944099	-0.227635690772227	0.681173836082291	0.999954839599667	not_sign	ENSG00000141030.14
ENSG00000212383	73.897631373315	0.977418715671329	0.681235192452866	NA	not_sign	ENSG00000212383.1
CSRP1	500.795039541832	-0.297951502676999	0.68123975639049	0.999954839599667	not_sign	ENSG00000159176.15
ENSG00000274104	30.4760805878122	-1.12253440046954	0.681247207042581	NA	not_sign	ENSG00000274104.3
N4BP2	1658.10910275357	0.177531611940354	0.681292296973796	0.999954839599667	not_sign	ENSG00000078177.16
FAM47E	128.943820588395	0.562470042950788	0.681362244030689	0.999954839599667	not_sign	ENSG00000189157.15
THRAP3P3	338.900525164423	-0.365200585580102	0.681462498660821	0.999954839599667	not_sign	ENSG00000235920.1
NFU1	449.689677414384	0.311685615949269	0.681559648077476	0.999954839599667	not_sign	ENSG00000169599.14
BABAM2	216.391027845668	0.434129144109832	0.681598042232523	0.999954839599667	not_sign	ENSG00000158019.22
GSDMB	2012.39692008718	-0.170768190179051	0.681613513727177	0.999954839599667	not_sign	ENSG00000073605.20
RAB43	105.816910745936	-0.676931527505328	0.681617242905851	0.999954839599667	not_sign	ENSG00000172780.18
VAC14	1054.44753058412	-0.214540473010459	0.681676554776736	0.999954839599667	not_sign	ENSG00000103043.16
RINL	211.286465167411	0.474354689615648	0.681684126594955	0.999954839599667	not_sign	ENSG00000187994.14
ENSG00000248373	28.8077565773535	-1.34299128767653	0.681746778434339	NA	not_sign	ENSG00000248373.8
ENSG00000286736	252.220895557352	-0.404834592299894	0.681779372341516	0.999954839599667	not_sign	ENSG00000286736.2
PDSS2	422.593221164571	0.346956344958469	0.681781000152768	0.999954839599667	not_sign	ENSG00000164494.13
PFKFB2	751.42718839487	0.245890131520127	0.68178745138329	0.999954839599667	not_sign	ENSG00000123836.16
ANKRD40	3110.65295969149	0.14160854064025	0.681855710555997	0.999954839599667	not_sign	ENSG00000154945.8
CMBL	399.511304771801	0.347640123424376	0.682111246818657	0.999954839599667	not_sign	ENSG00000164237.10
ATP5F1E	817.384581466251	0.239741805795233	0.682133015696827	0.999954839599667	not_sign	ENSG00000124172.11
HTRA2	283.035177624043	0.385892926901222	0.682188651600627	0.999954839599667	not_sign	ENSG00000115317.14
SYT14	939.822843209779	0.229462406653659	0.682370876587967	0.999954839599667	not_sign	ENSG00000143469.21
PGBD2	297.264789141274	-0.381552924236693	0.682444467702511	0.999954839599667	not_sign	ENSG00000185220.13
FDPS	2739.5921005971	-0.145225713217309	0.68247052858792	0.999954839599667	not_sign	ENSG00000160752.16
ENSG00000290021	112.709131192227	-0.585095634127824	0.682478311067873	0.999954839599667	not_sign	ENSG00000290021.1
MTMR14	1627.2261859669	0.179716993887393	0.68248888256476	0.999954839599667	not_sign	ENSG00000163719.21
ENSG00000262228	33.2298121218672	1.0887497998376	0.682493494126236	NA	not_sign	ENSG00000262228.3
MRPL20	582.324231940558	-0.277301071612321	0.68252438831747	0.999954839599667	not_sign	ENSG00000242485.7
ENSG00000296366	152.821148214985	-0.509219260761764	0.682542772373479	0.999954839599667	not_sign	ENSG00000296366.1
MAPK3	709.611540805367	-0.25667208130817	0.682553807717779	0.999954839599667	not_sign	ENSG00000102882.13
ENSG00000241679	31.8424072756389	-1.40618920490808	0.682608713271656	NA	not_sign	ENSG00000241679.3
STRAP	4233.47775456431	-0.126637232516724	0.682621058490374	0.999954839599667	not_sign	ENSG00000023734.12
NCBP2	1741.0139761986	-0.172288109229472	0.682625884556752	0.999954839599667	not_sign	ENSG00000114503.11
ACP2	528.362088747509	0.291863570449685	0.682711425616356	0.999954839599667	not_sign	ENSG00000134575.14
SHISA7	156.75418524278	0.655894706644044	0.682807836975398	0.999954839599667	not_sign	ENSG00000187902.13
ENSG00000290791	975.932830299503	-0.224343757131699	0.682828233375301	0.999954839599667	not_sign	ENSG00000290791.2
SORCS1	617.667525827483	0.29724347569213	0.682828522938708	0.999954839599667	not_sign	ENSG00000108018.17
CSTF2	759.389464084342	0.243957053641518	0.682920628076711	0.999954839599667	not_sign	ENSG00000101811.16
DNASE2	437.368354041379	0.316587145317555	0.683019789364567	0.999954839599667	not_sign	ENSG00000105612.11
ENSG00000304996	45.1299498626036	0.878405633876738	0.683029493673863	NA	not_sign	ENSG00000304996.1
ENSG00000217612	40.3161478709149	-0.981876632165884	0.683051422164106	NA	not_sign	ENSG00000217612.2
HCN2	480.515326323412	-0.299332513328053	0.683088189671283	0.999954839599667	not_sign	ENSG00000099822.3
DIAPH1	3426.37178722402	0.134822551595029	0.683135057618969	0.999954839599667	not_sign	ENSG00000131504.18
ZNF653	432.850773919261	0.326534455828307	0.683198111880968	0.999954839599667	not_sign	ENSG00000161914.11
ENSG00000307659	17.3601377512549	1.71739300763574	0.68323557431689	NA	not_sign	ENSG00000307659.1
DNAH8	28.8824670925214	1.14990663122703	0.683249947326596	NA	not_sign	ENSG00000124721.18
RAD17	1005.91409504972	0.219792073830303	0.683310933887194	0.999954839599667	not_sign	ENSG00000152942.20
FAR2	165.284295847159	-0.489130702670255	0.683318298972152	0.999954839599667	not_sign	ENSG00000064763.13
ZNF880	1067.62128277538	0.211584942144886	0.683423115681542	0.999954839599667	not_sign	ENSG00000221923.10
GNG5	211.408597105156	0.44724035966577	0.683423761177203	0.999954839599667	not_sign	ENSG00000174021.13
PCNPP1	84.5045026015349	-0.770210387410356	0.683488672153583	0.999954839599667	not_sign	ENSG00000258359.1
CASP4	58.5848932764618	-1.12071189267344	0.683516171469704	NA	not_sign	ENSG00000196954.14
HDDC3	147.05760886204	0.550136459336447	0.683585941370431	0.999954839599667	not_sign	ENSG00000184508.12
PCDHB18P	89.955222543293	-0.678741830234678	0.683618067154833	0.999954839599667	not_sign	ENSG00000290894.1
TEK	43.9105939087446	-1.14254937324274	0.683637941709883	NA	not_sign	ENSG00000120156.23
VWA5A	348.412209136128	0.34794444829462	0.683650559497466	0.999954839599667	not_sign	ENSG00000110002.17
CYB561D1	559.381194466014	0.280827171661043	0.683750414101347	0.999954839599667	not_sign	ENSG00000174151.16
MCAM	2158.00960019596	-0.163014430531702	0.683777912172189	0.999954839599667	not_sign	ENSG00000076706.18
ENSG00000257176	236.971640867801	0.414354495839545	0.683826786216153	0.999954839599667	not_sign	ENSG00000257176.4
SH2D5	163.43335617601	-0.498319548543039	0.683844393748505	0.999954839599667	not_sign	ENSG00000189410.13
ENSG00000299503	21.7748476607871	1.30351586123436	0.683881979028015	NA	not_sign	ENSG00000299503.1
ZNF503-AS2	46.3039873937942	-0.875495267420619	0.683945968050947	NA	not_sign	ENSG00000237149.6
NPIPB4	978.558124460676	0.229172268916625	0.683957679990198	0.999954839599667	not_sign	ENSG00000185864.21
TPT1	9771.6786199063	-0.101035966855069	0.683963321671972	0.999954839599667	not_sign	ENSG00000133112.18
THBS3-AS1	1172.48352889799	0.202101142031229	0.683982882291367	0.999954839599667	not_sign	ENSG00000231064.10
ENSG00000279044	51.0228482248683	0.876672705213226	0.683992107977058	NA	not_sign	ENSG00000279044.1
ZC3H11A	84.6969812848504	-0.699132738012033	0.683993141977805	0.999954839599667	not_sign	ENSG00000058673.17
CADM3	1770.24244080412	-0.170402186798066	0.68399717848344	0.999954839599667	not_sign	ENSG00000162706.14
VLDLR	2334.46064681327	-0.153287741194745	0.684007808800056	0.999954839599667	not_sign	ENSG00000147852.18
RN7SL566P	106.874663224132	-0.625070511182091	0.684093111914971	0.999954839599667	not_sign	ENSG00000241983.3
LRRC57	229.708256445822	0.41870738502431	0.684424414630375	0.999954839599667	not_sign	ENSG00000180979.11
ENSG00000287877	536.851360201539	0.287797466887125	0.684540003422564	0.999954839599667	not_sign	ENSG00000287877.2
PDZD8	1820.70067713349	-0.168101086851565	0.684629627235436	0.999954839599667	not_sign	ENSG00000165650.13
NCOA3	2490.30704985056	-0.16217810710128	0.684632287218392	0.999954839599667	not_sign	ENSG00000124151.20
BCORP1	58.5509453308371	-0.823469075269843	0.684722429752133	NA	not_sign	ENSG00000291031.2
PIGN	1129.29060660831	-0.203983577890225	0.68476477227586	0.999954839599667	not_sign	ENSG00000197563.12
ZNF532	6256.94945160022	0.112203423185418	0.684977594158089	0.999954839599667	not_sign	ENSG00000074657.15
IGF1R	6142.01569651987	0.118942550280668	0.685030722560075	0.999954839599667	not_sign	ENSG00000140443.15
DENND3	455.56694345568	0.305394164695215	0.685044200590383	0.999954839599667	not_sign	ENSG00000105339.12
HIC1	101.20704543239	0.627934688855941	0.685075386293359	0.999954839599667	not_sign	ENSG00000177374.14
FUZ	226.926726372975	0.420568149100932	0.685101607399962	0.999954839599667	not_sign	ENSG00000010361.15
ENSG00000301157	24.5434752730965	1.25748409860109	0.68513444593402	NA	not_sign	ENSG00000301157.1
LIN37	251.559593581289	-0.409681320886906	0.685186159568574	0.999954839599667	not_sign	ENSG00000267796.9
ZFAND3-DT	54.4761998251704	0.862742087260789	0.685232005705937	NA	not_sign	ENSG00000225945.2
ENSG00000279675	219.947155871465	-0.429187936354592	0.685255687066679	0.999954839599667	not_sign	ENSG00000279675.1
AMN1	402.345112845371	-0.323834137885132	0.685323101119412	0.999954839599667	not_sign	ENSG00000151743.11
PSME4	4129.02360147499	-0.128129283779193	0.685329252213137	0.999954839599667	not_sign	ENSG00000068878.16
USE1	1259.10130926352	-0.207007724623272	0.685346824903591	0.999954839599667	not_sign	ENSG00000053501.15
ALKBH1	243.478511662927	0.434031340708196	0.685471120040439	0.999954839599667	not_sign	ENSG00000100601.11
MRPL49	396.662158027027	0.324619818545734	0.685510074125092	0.999954839599667	not_sign	ENSG00000149792.10
RAMP1	248.348642725513	-0.412386151519737	0.685578408577547	0.999954839599667	not_sign	ENSG00000132329.12
PCYOX1	3212.34906080011	0.137348610104869	0.685601734109152	0.999954839599667	not_sign	ENSG00000116005.13
ENSG00000269514	33.5329507431321	-1.07250590168398	0.685615730236911	NA	not_sign	ENSG00000269514.4
ENSG00000307150	65.1245053563202	-0.777179733724599	0.685678740261176	NA	not_sign	ENSG00000307150.1
COA8	319.967652106979	-0.357643990547654	0.685720331013304	0.999954839599667	not_sign	ENSG00000256053.10
EXOC5	2583.93913872433	0.146480498731708	0.686110706291218	0.999954839599667	not_sign	ENSG00000070367.18
H1-4	5967.98591042058	0.112545701313647	0.68623404013097	0.999954839599667	not_sign	ENSG00000168298.7
CFAP65	17.1816600150167	1.70631901217763	0.686352361277095	NA	not_sign	ENSG00000181378.15
UQCC4	274.575954667682	-0.400594532984767	0.686369940692296	0.999954839599667	not_sign	ENSG00000174109.5
GPCPD1	2429.14990278732	-0.149908421147389	0.686429360233042	0.999954839599667	not_sign	ENSG00000125772.16
LRRC7	79.0658089787135	-0.677057283528574	0.686440757918206	NA	not_sign	ENSG00000033122.22
TNPO1P1	89.5952392277798	-0.67996733275141	0.686474495266339	0.999954839599667	not_sign	ENSG00000225423.1
CPTP	299.942417285405	0.385973953617064	0.686534593379375	0.999954839599667	not_sign	ENSG00000224051.8
ZNF274	1406.28485021304	-0.190059910809048	0.68656929180392	0.999954839599667	not_sign	ENSG00000171606.19
ENSG00000304036	73.9805006843055	-0.743368600839916	0.686632572267938	NA	not_sign	ENSG00000304036.1
ENSG00000260877	37.2799648217298	-0.956592380533986	0.686641197794919	NA	not_sign	ENSG00000260877.3
TIMMDC1	1385.44302255345	0.186406848107365	0.686663351233602	0.999954839599667	not_sign	ENSG00000113845.11
ENSG00000303634	54.0102118541427	1.06521621784728	0.686684326078826	NA	not_sign	ENSG00000303634.1
Y_RNA.18	104.008523352222	0.59818849899908	0.686782599800711	0.999954839599667	not_sign	ENSG00000202222.1
CHRNB2	619.493500488469	-0.27002162812836	0.686802816802076	0.999954839599667	not_sign	ENSG00000160716.6
TMEM106A	106.719371432663	-0.591115208992239	0.68695378456065	0.999954839599667	not_sign	ENSG00000184988.9
FBLN2	110.494368500121	-0.612261677152498	0.686981907389165	0.999954839599667	not_sign	ENSG00000163520.15
SNORA65	123.056275560056	0.587462668318517	0.687007890410326	0.999954839599667	not_sign	ENSG00000201302.1
LNP1	242.972295224322	0.410971853824241	0.687119744697791	0.999954839599667	not_sign	ENSG00000206535.9
SLC35A2	368.598517426554	-0.384731087921558	0.687129912078782	0.999954839599667	not_sign	ENSG00000102100.17
HAGLR	176.205771020184	0.481484520851396	0.687158637565147	0.999954839599667	not_sign	ENSG00000224189.9
EPC1	1858.69901956991	0.169022880390003	0.687173638595597	0.999954839599667	not_sign	ENSG00000120616.16
ENSG00000243960	50.0088003598803	0.839943936630617	0.687245084239183	NA	not_sign	ENSG00000243960.1
ENSG00000294213	222.662249237113	-0.42715096352754	0.687316795102623	0.999954839599667	not_sign	ENSG00000294213.1
FAM229A	682.734883795956	-0.270542586311874	0.687417908818204	0.999954839599667	not_sign	ENSG00000225828.2
ARHGEF12	11066.1557593637	0.0978076365321501	0.68744532165783	0.999954839599667	not_sign	ENSG00000196914.10
RPL7P14	78.8529577551277	-0.68440974766386	0.687453887603952	NA	not_sign	ENSG00000232994.1
GAPDH	38553.8483822056	0.0954146502328699	0.687454336853475	0.999954839599667	not_sign	ENSG00000111640.16
MIGA1	894.831532320401	0.224656703912066	0.687585953530079	0.999954839599667	not_sign	ENSG00000180488.18
MRPL27	572.244175142505	-0.281312232472945	0.687695795890796	0.999954839599667	not_sign	ENSG00000108826.17
ZNF266	1546.79290111931	0.177352709483983	0.687779133428628	0.999954839599667	not_sign	ENSG00000174652.21
SNORA7B	179.123776896606	-0.464307123125196	0.687793768188521	0.999954839599667	not_sign	ENSG00000207088.1
ENSG00000259994	86.3245070402708	-0.743269244214684	0.687815505853895	0.999954839599667	not_sign	ENSG00000259994.1
LARS2	1349.30167048336	0.193366589227469	0.687821319111636	0.999954839599667	not_sign	ENSG00000011376.13
RSPRY1	1746.61758603812	-0.168879658544808	0.687831850542073	0.999954839599667	not_sign	ENSG00000159579.15
TLCD2	267.822673461702	0.403082972314299	0.68787515728221	0.999954839599667	not_sign	ENSG00000185561.10
TRIO	13397.7668712408	-0.096800382170024	0.688009435526362	0.999954839599667	not_sign	ENSG00000038382.23
GEMIN5	772.343489255649	0.241752289545486	0.688056505564408	0.999954839599667	not_sign	ENSG00000082516.9
IGFBP5	33348.8488257129	-0.0844093454197807	0.688086456932249	0.999954839599667	not_sign	ENSG00000115461.6
NOP9	1097.95407065152	-0.204468391403065	0.688115715981473	0.999954839599667	not_sign	ENSG00000196943.14
YIF1B	214.855862924234	0.428975904639759	0.688362164407448	0.999954839599667	not_sign	ENSG00000167645.18
CYB5R1	565.884003260458	-0.273988731757686	0.688370479612358	0.999954839599667	not_sign	ENSG00000159348.14
UBR5	13025.9309549597	-0.09903148570671	0.688433998138297	0.999954839599667	not_sign	ENSG00000104517.14
NCOA1	4380.11248828043	-0.122058678779167	0.68843600318491	0.999954839599667	not_sign	ENSG00000084676.17
TRMT10A	277.517377008068	0.393211342623917	0.688464473748137	0.999954839599667	not_sign	ENSG00000145331.15
SLC50A1	369.279541048336	-0.33446983484747	0.688520995867231	0.999954839599667	not_sign	ENSG00000169241.20
ENSG00000276517	384.142804578763	0.325814360731277	0.688532110024012	0.999954839599667	not_sign	ENSG00000276517.1
SGMS2	60.7791119320335	-0.780794724589559	0.688556756722358	NA	not_sign	ENSG00000164023.16
ZNF343	873.869512339056	-0.235702533085646	0.688687522922103	0.999954839599667	not_sign	ENSG00000088876.14
GLOD4	1488.86881521545	0.179930345467516	0.688714458581449	0.999954839599667	not_sign	ENSG00000167699.15
IFT70A	245.336412313728	0.402797736268562	0.688743702350727	0.999954839599667	not_sign	ENSG00000197557.7
LRP4	4213.67468198225	0.129141593967171	0.688854361050565	0.999954839599667	not_sign	ENSG00000134569.11
APOL3	42.7779665108259	-0.947171671020333	0.688918693160812	NA	not_sign	ENSG00000128284.22
TECTB	27.9428699333098	1.26242744476071	0.688969402754181	NA	not_sign	ENSG00000119913.6
ENSG00000281195	905.410390306357	0.221651933407623	0.689121905218272	0.999954839599667	not_sign	ENSG00000281195.1
COX17	656.702242379225	0.259955596518852	0.689134969964573	0.999954839599667	not_sign	ENSG00000138495.8
HOTAIRM1	115.372893140759	0.565270178534484	0.689177214818286	0.999954839599667	not_sign	ENSG00000233429.9
FTCDNL1	411.430487797278	0.324214304108461	0.689180574517211	0.999954839599667	not_sign	ENSG00000226124.11
TFPI	2032.19631681037	0.159022105505485	0.689191251457279	0.999954839599667	not_sign	ENSG00000003436.17
RAMP2-AS1	64.4450366708136	0.735620312399155	0.689269891020095	NA	not_sign	ENSG00000197291.10
